,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,pid,sid
1650,165.726699829,4081.50500011,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0002,rp.session.radical.mturilli.017093.0000
1651,137.334299803,4109.89740014,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0003,rp.session.radical.mturilli.017093.0000
1652,179.365599871,4067.86610007,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0004,rp.session.radical.mturilli.017093.0000
1653,140.938199997,4106.29349995,67.6737999916,0.095400094986,0.353600025177,exp6,aglt2.org,pilot.0005,rp.session.radical.mturilli.017093.0000
1654,106.493099928,4140.73860002,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0006,rp.session.radical.mturilli.017093.0000
1655,99.7962999344,4147.43540001,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0007,rp.session.radical.mturilli.017093.0000
1656,198.120599985,4049.11109996,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0008,rp.session.radical.mturilli.017093.0000
1657,196.923899889,4050.30780005,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0009,rp.session.radical.mturilli.017093.0000
1658,115.248399973,4131.98329997,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0010,rp.session.radical.mturilli.017093.0000
1659,206.051999807,4041.17970014,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0011,rp.session.radical.mturilli.017093.0000
1660,205.77489996,4041.45679998,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0012,rp.session.radical.mturilli.017093.0000
1661,,,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0013,rp.session.radical.mturilli.017093.0000
1662,206.383699894,4040.84800005,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0014,rp.session.radical.mturilli.017093.0000
1663,117.660899878,4129.57080007,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0015,rp.session.radical.mturilli.017093.0000
1664,195.624199867,4051.60750008,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0016,rp.session.radical.mturilli.017093.0000
1665,202.72179985,4044.50990009,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0017,rp.session.radical.mturilli.017093.0000
1666,209.030400038,4038.20129991,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0018,rp.session.radical.mturilli.017093.0000
1667,195.623800039,4051.6078999,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0019,rp.session.radical.mturilli.017093.0000
1668,187.012300014,4060.21939993,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0020,rp.session.radical.mturilli.017093.0000
1669,203.196699858,4044.03500009,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0021,rp.session.radical.mturilli.017093.0000
1670,213.007699966,4034.22399998,67.6737999916,0.095400094986,0.353600025177,exp6,CRUSH.OSG,pilot.0022,rp.session.radical.mturilli.017093.0000
1671,150.757699966,4096.47399998,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0023,rp.session.radical.mturilli.017093.0000
1672,181.389799833,4065.84190011,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0024,rp.session.radical.mturilli.017093.0000
1673,119.349599838,4127.88210011,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0025,rp.session.radical.mturilli.017093.0000
1674,108.474999905,4138.75670004,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0026,rp.session.radical.mturilli.017093.0000
1675,107.630299807,4139.60140014,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0027,rp.session.radical.mturilli.017093.0000
1676,142.065099955,4105.16659999,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0028,rp.session.radical.mturilli.017093.0000
